LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"e $150,000-350,000",A NOVO CARE LLC,6341 W SAHARA STE 200,LAS VEGAS,NV,89117,624120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,07/17/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000",A S K MANAGEMENT SERVICES LLC,8170 West Sahara Ave Suite 104,Las Vegas,NV,89117,551112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,07/23/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","A TEAM PERSONAL CARE, L.L.C.",2415 Reynolds Ave Ste 100,North Las Vegas,NV,89030,812199,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,30,05/11/2020,"Prestamos CDFI, LLC",NV-01
"e $150,000-350,000",A TO ZZZ ENVIRONMENTAL INC,3528 POST RD W,LAS VEGAS,NV,89118,561740,Corporation,Unanswered,Unanswered,Unanswered,,77,05/07/2020,"U.S. Bank, National Association",NV-03
"e $150,000-350,000",A TRACK-OUT SOLUTION LLC,2711 Rimbey St.,LAS VEGAS,NV,89115,562119,Limited  Liability Company(LLC),Hispanic,Female Owned,Non-Veteran,,7,04/28/2020,Lexicon Bank,NV-01
"e $150,000-350,000",A&B SECURITY GROUP INC,3201 W Sahara Ave,LAS VEGAS,NV,89102,561621,Corporation,White,Male Owned,Non-Veteran,,14,05/01/2020,Fountainhead SBF LLC,NV-01
"e $150,000-350,000",A4 BUILDERS LLC,9729 Glistening Brook,LAS VEGAS,NV,89149,236115,Corporation,Unanswered,Unanswered,Unanswered,,15,04/13/2020,Mountain America FCU,NV-04
"e $150,000-350,000",AA ACTION TOWING INC,2511 KIEL WAY,N LAS VEGAS,NV,89030,488410,Corporation,Unanswered,Male Owned,Non-Veteran,,20,05/03/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000",AA PERSONAL CARE LLC,2330 PASEO DEL PRADO #C308,LAS VEGAS,NV,89102,624120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/01/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000","ABBEY DENTAL CENTER, INC",4408 S Eastern Ave,Las Vegas,NV,89119,621210,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,14,05/04/2020,Celtic Bank Corporation,NV-01
"e $150,000-350,000",ABLE BAKER BREWING COMPANY LLC,1510 MAIN ST,LAS VEGAS,NV,89104,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/27/2020,First Savings Bank,NV-01
"e $150,000-350,000",ABOVE THE REST HOME CARE LLC,"2001 S. Jones Blvd., Suite K",LAS VEGAS,NV,89146,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,188,04/30/2020,Idaho First Bank,NV-01
"e $150,000-350,000",ABSOLUTE FINISHING LLC,4145 SOBB AVE.,LAS VEGAS,NV,89118,332323,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/28/2020,Western Alliance Bank,NV-03
"e $150,000-350,000","ABSOLUTE PERSONAL CARE, LLC",6725-1 S. Eastern Ave.,Las Vegas,NV,89119,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,203,04/28/2020,Idaho First Bank,NV-01
"e $150,000-350,000",ACADEMY OF HAIR DESIGN INC,5191 W Charleston Blvd,Las Vegas,NV,89146,611511,Corporation,Hispanic,Female Owned,Non-Veteran,,,05/15/2020,"Newtek Small Business Finance, Inc.",NV-01
"e $150,000-350,000","ACADEMY STONE & TILE, INC.",5925 W WIGWAM AVE STE 2,LAS VEGAS,NV,89139,238340,Corporation,Unanswered,Unanswered,Unanswered,,45,05/07/2020,Western Alliance Bank,NV-03
"e $150,000-350,000",ACCELERATED HOME HEALTH CARE LLC,9494 W FLAMINGO RD STE 102,LAS VEGAS,NV,89147,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",ACE FIRE SYSTEMS LLC,2620 Western Ave.,LAS VEGAS,NV,89109,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,04/14/2020,GenuBank,NV-01
"e $150,000-350,000",ACLV HOME SERVICES,"6255 McLeod Dr., #23",Las Vegas,NV,89120,238220,Corporation,Unanswered,Male Owned,Non-Veteran,,16,04/15/2020,WebBank,NV-03
"e $150,000-350,000",ACME INVESTIGATIONS &AMP; SECURITY INC,5841 E CHARLESTON BLVD STE 230-337,LAS VEGAS,NV,89142,,Corporation,Unanswered,Unanswered,Unanswered,,52,05/03/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000",ACRYLIC TANK MANUFACTURING OF NEVADA,1949 SONDRIO DR,LAS VEGAS,NV,89134,326199,Corporation,American Indian or Alaska Native,Male Owned,Unanswered,,25,06/18/2020,"Bank of America, National Association",NV-04
"e $150,000-350,000",ACRYLIC WORKS DENTAL LABORATORY INC,321 S MARYLAND PKWY,LAS VEGAS,NV,89101,339116,Corporation,Unanswered,Unanswered,Unanswered,,24,05/03/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000","ACS VENTURES, LLC",11035 LAVENDER HILL DR,LAS VEGAS,NV,89135,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/15/2020,Midwest Bank National Association,NV-03
"e $150,000-350,000",ACTION GAMING INC.,5220 Haven St. Suite 107 Hangar7,Las Vegas NV,NV,89119,453998,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,8,04/14/2020,"Readycap Lending, LLC",NV-01
"e $150,000-350,000",ACTIONCOACH NORTH AMERICA LLC,5781 S Fort Apache Road,LAS VEGAS,NV,89148,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/13/2020,"HSBC Bank USA, National Association",NV-03
"e $150,000-350,000",ADAPT CORPORATE TRAINING LLC,"1980 Festival Plaza Drive, STE 770",Las Vegas,NV,89135,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/30/2020,Cache Valley Bank,NV-03
"e $150,000-350,000",ADAVEN CONSTRUCTION CORPORATION,3425 CLIFF SHADOWS PKWY,LAS VEGAS,NV,89129,236117,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/10/2020,First Security Bank of Nevada,NV-04
"e $150,000-350,000","ADDISON, INC.",1519 HELM DR,LAS VEGAS,NV,89119,531120,Corporation,Unanswered,Unanswered,Unanswered,,20,05/03/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000","ADOBE ELECTRIC, INC.",4360 W Thompkins Ave,LAS VEGAS,NV,89103,238210,Corporation,White,Male Owned,Non-Veteran,,17,04/14/2020,City National Bank,NV-01
"e $150,000-350,000",ADOMNI INC.,7120 RAFAEL RIDGE WAY,LAS VEGAS,NV,89119,511210,Corporation,Unanswered,Unanswered,Unanswered,,14,04/15/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",ADVANCED CARE GROUP LLC,6130 Elton Avenue,Las Vegas,NV,89107,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/13/2020,"Readycap Lending, LLC",NV-01
"e $150,000-350,000","ADVANCED ENTERTAINMENT SERVICES, INC",4325 RENO AVE W,LAS VEGAS,NV,89118,532490,Corporation,Unanswered,Unanswered,Unanswered,,42,04/14/2020,"U.S. Bank, National Association",NV-03
"e $150,000-350,000",ADVANCED HEALTH COMMUNICATIONS LLC,4495 W. Hacienda Ave  #10  Las Vegas NV 89118,Las Vegas,NV,89118,621111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,30,05/03/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",ADVANCED HOME SERVICES LLC,3111 S VALLEY VIEW BLVD STE S101,LAS VEGAS,NV,89102,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,05/03/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000","ADVANCED LEGAL SYSTEMS, INC.","6280 South Valley View Blvd, Suite 624",Las Vegas,NV,89118,541511,Corporation,Unanswered,Male Owned,Non-Veteran,,9,04/16/2020,WebBank,NV-03
"e $150,000-350,000","ADVANCED PRO REMEDIATION, A LIMITED LIABILITY COMPANY",5961 MCLEOD DRIVE,LAS VEGAS,NV,89120,236115,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,33,04/27/2020,Western Alliance Bank,NV-03
"e $150,000-350,000","ADVANCED PROSTHETICS & ORTHOTICS, INC.",7455 W Washington Ave Ste 215,LAS VEGAS,NV,89128,621399,Corporation,Unanswered,Unanswered,Unanswered,,26,04/15/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000","ADVANCED TECHNOLOGY LABORATORIES, INC",6156 WILD CT,LAS VEGAS,NV,89141,541380,Corporation,Unanswered,Female Owned,Non-Veteran,,28,04/29/2020,"U.S. Bank, National Association",NV-03
"e $150,000-350,000","ADVANCED WEAPON TECHNOLOGIES, INC",8275 S EASTERN AVE SUITE 200,LAS VEGAS,NV,89123,711410,Subchapter S Corporation,White,Male Owned,Non-Veteran,,15,04/08/2020,City National Bank,NV-03
"e $150,000-350,000","ADVANTAGE WAREHOUSING & LOGISTICS, INC",7015 Corporate Plaza Drive #120,LAS VEGAS,NV,89118,493110,Corporation,Unanswered,Unanswered,Unanswered,,32,04/15/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","ADVENTURE PHOTO TOURS, INC",3111 S VALLEY VIEW BLVD STE X-106,LAS VEGAS,NV,89102,323111,Corporation,Unanswered,Unanswered,Unanswered,,23,05/06/2020,WebBank,NV-01
"e $150,000-350,000",ADVENTURES INTERNATIONAL LLC,4030 SOUTH JONES BLVD # 30206,LAS VEGAS,NV,89173,561599,Corporation,Unanswered,Unanswered,Unanswered,,0,05/01/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000","ADVOCARE HOME HEALTH, LLC","5594 S Fort Apache Rd, Suite 100",Las Vegas,NV,89148,621999,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,33,05/03/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","AEROTECH MAPPING, INC.",2580 MONTESSOURI ST STE 104,LAS VEGAS,NV,89117,541370,Corporation,Unanswered,Unanswered,Unanswered,,13,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",AFFINITY SURGERY CENTER,10135 W Twain Ave Ste 110,Las Vegas,NV,89147,621498,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,04/13/2020,First Republic Bank,NV-03
"e $150,000-350,000","AFFORDABLE FLOORING & MORE, LLC","7165 South Buffalo Drive,115",Las Vegas,NV,89113,236118,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,20,04/15/2020,"Readycap Lending, LLC",NV-03
"e $150,000-350,000",AFFORDABLE LAWN MAINTENANCE LLC,3050 WESTWOOD DR Suite A-2,LAS VEGAS,NV,89109,541320,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,39,04/27/2020,First Savings Bank,NV-01
"e $150,000-350,000",AGASSI ENTERPRISES INC.,1120 TOWN CENTER DR SUITE 160,LAS VEGAS,NV,89144,711320,Corporation,White,Male Owned,Non-Veteran,,17,04/07/2020,City National Bank,NV-03
"e $150,000-350,000",AGENCY CONSULTANTS LLC,3090 S DURANGO DR STE 101,LAS VEGAS,NV,89117,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/28/2020,Western Alliance Bank,NV-03
"e $150,000-350,000",AGUILAS CENTRO FAMILIAR CRISTIANO,5355 Madre Mesa Dr,LAS VEGAS,NV,89108,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,28,05/07/2020,Greater Nevada CU,NV-01
"e $150,000-350,000","AID FOR AIDS OF NEVADA, INC.",1830 SAHARA AVE E,LAS VEGAS,NV,89104,813410,Corporation,Unanswered,Unanswered,Unanswered,,16,05/03/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000",AIR SUPPLY INC,4141 West Oquendo Road,Las Vegas,NV,89118,561312,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,22,04/13/2020,"Readycap Lending, LLC",NV-03
"e $150,000-350,000","AIR USA, INC.",3773 HOWARD HUGHES PKWY Suite 500S,LAS VEGAS,NV,89169,611512,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,04/28/2020,United Community Bank,NV-01
"e $150,000-350,000",AIRPORT CONCESSIONS LLC,4178 KOVAL LN,LAS VEGAS,NV,89109,445310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/13/2020,GenuBank,NV-01
"e $150,000-350,000","AIRTEC GASES, LLC",2900 S. Highland Drive,Las Vegas,NV,89109,339999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/18/2020,Celtic Bank Corporation,NV-01
"e $150,000-350,000",AJ INDUSTRIES WEST INC.,3095 E PATRICK LN STE 5,LAS VEGAS,NV,89120,541420,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,13,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",AJNC INDUSTRIES LLC,3019 SHERIDAN ST,LAS VEGAS,NV,89102,811310,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,22,05/03/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000",ALAMEDA FOOD SERVICE NEVADA INC,3131 Builders Ave,Las Vegas,NV,89101,424410,Corporation,Hispanic,Male Owned,Non-Veteran,,18,07/07/2020,Customers Bank,NV-01
"e $150,000-350,000","ALAN JESKEY BUILDERS, INC.",102 E MAYFLOWER AVE,NORTH LAS VEGAS,NV,89030,236220,Corporation,Unanswered,Unanswered,Unanswered,,14,04/28/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",ALASKAN QUALITY SERVICES LV LLC,5070 ARVILLE ST STE 7,LAS VEGAS,NV,89118,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000","ALBRIGHT, STODDARD, WARNICK & ALBRIGHT, A PROFESSIONAL CORPO","801 S Rancho Drive, Suite D4",LAS VEGAS,NV,89106,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,04/10/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",ALFA HOME CARE LLC,820 RANCHO SUITE 40,LAS VEGAS NV,NV,89106,621610,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000",ALG CORPORATION,860 South Rancho Drive #6,Las Vegas,NV,89106,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,06/26/2020,Cross River Bank,NV-01
"e $150,000-350,000",ALI BABA LAS VEGAS LLC,STE 104 8826 S EASTERN AVE,LAS VEGAS,NV,89123,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,05/21/2020,Cross River Bank,NV-03
"e $150,000-350,000","ALI BUBBA, INC.",6018 S DURANGO DR Suite 100,LAS VEGAS,NV,89113,531311,Subchapter S Corporation,White,Male Owned,Non-Veteran,,17,04/09/2020,First Security Bank of Nevada,NV-03
"e $150,000-350,000","ALIGN MED (ALFREDA), P.L.L.C.",8680 W WARM SPRINGS RD STE 155,LAS VEGAS,NV,89148,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,49,04/10/2020,City National Bank,NV-03
"e $150,000-350,000",ALL AMERICAN BUILDERS INC,5365 CAMERON ST,LAS VEGAS,NV,89118,236115,Corporation,Unanswered,Unanswered,Unanswered,,12,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000","ALL IN 10-10, INC",5981 McLeod Dr,LAS VEGAS,NV,89120,812320,Corporation,Unanswered,Male Owned,Non-Veteran,,33,04/10/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",ALL IN ENTERPRISES LLC,3305 SPRING MOUNTAIN RD STE  18,LAS VEGAS,NV,89102,453920,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,28,06/17/2020,Customers Bank,NV-01
"e $150,000-350,000",ALL TAXI DISPATCH LLC,10161 West Park Run Drive,Las Vegas,NV,89145,453998,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,29,04/15/2020,"Readycap Lending, LLC",NV-01
"e $150,000-350,000",ALLIANCE ELECTRIC LLC,6745 S EASTERN AVE SUITE 4,LAS VEGAS,NV,89119,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000","ALLIED COLLECTION SERVICES, INC.",3090 S DURANGO DR STE 101,LAS VEGAS,NV,89117,561440,Corporation,Unanswered,Male Owned,Non-Veteran,,7,04/15/2020,Western Alliance Bank,NV-03
"e $150,000-350,000",ALLSTATE PLUMBING LLC,5125 S Valley View Blvd,Las Vegas,NV,89118,238220,Corporation,Unanswered,Unanswered,Unanswered,,34,05/01/2020,WebBank,NV-03
"e $150,000-350,000",ALLTECH COMMUNICATIONS INC,2470 Chandler Ave Ste 7,Las Vegas,NV,89120,238210,Corporation,Unanswered,Unanswered,Unanswered,,30,05/03/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",ALOHA ANIMAL HOSPITAL INC,7341 S TORREY PINES DR,LAS VEGAS,NV,89139,541940,Corporation,Unanswered,Unanswered,Unanswered,,29,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",ALOHA HOME HEALTH,3160 S Valley View Blvd Ste 205,Las Vegas,NV,89102,621610,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,0,05/01/2020,Live Oak Banking Company,NV-01
"e $150,000-350,000",ALOHA KITCHEN INC,4466 E CHARLESTON BLVD SUITE 4A,LAS VEGAS,NV,89104,722511,Corporation,Unanswered,Male Owned,Unanswered,,15,05/03/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000","ALOHA SPECIALTIES RESTAURANT, INC.",12 OGDEN AVE E,LAS VEGAS,NV,89101,722513,Corporation,Unanswered,Unanswered,Unanswered,,32,05/08/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000","ALPHA WELDING AND BOAT REPAIR, INC",3672 MOONCREST CIR,LAS VEGAS,NV,89129,336611,Corporation,Unanswered,Unanswered,Unanswered,,16,05/02/2020,"Bank of America, National Association",NV-04
"e $150,000-350,000",ALTA CARE HOMEHEALTH INC,6280 S. VALLEY VIEW BLVD. SUITE 120,LAS VEGAS,NV,89118,621610,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000","ALTERNATIVE CARE, LLC",6950 W Via Olivero Ave B-4,LAS VEGAS,NV,89117,524114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/15/2020,Mountain America FCU,NV-03
"e $150,000-350,000","ALTERNATIVE PLAN, INC","3600 S. Highland Dr., Ste 15",LAS VEGAS,NV,89103,811430,Corporation,Unanswered,Male Owned,Unanswered,,24,04/15/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000","AMADOR MEDICAL, LLC","4325 Dean Martin Dr., #340.",Las Vegas,NV,89103,446199,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,15,04/27/2020,Idaho First Bank,NV-01
"e $150,000-350,000",AMAZON MASONRY INC,4279 BERTSOS DR,LAS VEGAS,NV,89103,238140,Corporation,Unanswered,Male Owned,Non-Veteran,,20,04/14/2020,First Security Bank of Nevada,NV-01
"e $150,000-350,000","AMC FABRICATION, INC.",6165 Annie Oakley dr,LAS VEGAS,NV,89120,332119,Corporation,White,Male Owned,Non-Veteran,,25,04/05/2020,Lexicon Bank,NV-03
"e $150,000-350,000","AMERICAN COUNTERTOPS & FLOORS, INC.",4635 INDUSTRY CENTER DR,LAS VEGAS,NV,89115,238340,Corporation,White,Female Owned,Unanswered,,21,04/03/2020,First Savings Bank,NV-01
"e $150,000-350,000",AMERICAN GAMING HOLDINGS LLC,6600 Amelia Earhart Court Suite C,las vegas,NV,89119,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,05/20/2020,"Harvest Small Business Finance, LLC",NV-01
"e $150,000-350,000",AMERICAN KEY SUPPLY INC,2895 W CAPOVILLA AVE   STE 100A,LAS VEGAS,NV,89119,561622,Corporation,Unanswered,Unanswered,Unanswered,,43,04/10/2020,Central Pacific Bank,NV-01
"e $150,000-350,000","AMERICAN NUTRITIONAL CORPORATION, INC., A NEVADA CORPORATION",3150 SUNRISE AVE,LAS VEGAS,NV,89101,424490,Corporation,Unanswered,Unanswered,Unanswered,,30,04/28/2020,Bank of George,NV-01
"e $150,000-350,000","AMERICARE, INC. DBA AMERICARE HEALTH DBA AMERICARE HEALTH",7145 BERMUDA RD,LAS VEGAS,NV,89119,424210,Corporation,Unanswered,Unanswered,Unanswered,,30,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
"e $150,000-350,000","AMERIPRO SERVICE SYSTEMS, INC.",3785 Losee rd,Las Vegas,NV,89030,424720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,04/29/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",AMP ELECTRIC INC.,4325 W Patrick Lane #100,Las Vegas,NV,89118,238210,Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,Greater Nevada CU,NV-03
"e $150,000-350,000",AMPM PERSONAL CARE LLC,820 RANCHO LN STE 25,LAS VEGAS,NV,89106,623110,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000",AMVIN LLC,1974 N RAINBOW BLVD,LAS VEGAS,NV,89108,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000",ANAX BUSINESS TECHNOLOGY,8920 W TROPICANA AVE STE 103,LAS VEGAS,NV,89147,541519,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,14,05/01/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000","ANDREW J. BRONSTEIN, MD, PC",10135 W TWAIN AVE STE 100,LAS VEGAS,NV,89147,621111,Corporation,Unanswered,Unanswered,Unanswered,,13,04/09/2020,Western Alliance Bank,NV-03
"e $150,000-350,000","ANEXEON, LLC",8704 SPANISH RIDGE AVE Ste 100,LAS VEGAS,NV,89148,541512,Corporation,Unanswered,Unanswered,Unanswered,,19,04/28/2020,First Savings Bank,NV-03
"e $150,000-350,000",ANGELES MEDICAL CENTER LLC,840 N. Decatur Blvd. #A,Las Vegas,NV,89107,621498,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/27/2020,Idaho First Bank,NV-01
"e $150,000-350,000",ANGELITA BALUYUT,6002 DURANGO DR S,LAS VEGAS,NV,89113,621999,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,72,05/03/2020,"U.S. Bank, National Association",NV-03
"e $150,000-350,000","ANN-MARIE MOONEY, INC.",9120 W POST RD STE 100,LAS VEGAS,NV,89148,,Corporation,Unanswered,Unanswered,Unanswered,,38,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",ANTHONY P. SGRO PLLC,720 S 7TH ST STE 300,LAS VEGAS,NV,89101,541110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,20,04/11/2020,City National Bank,NV-01
"e $150,000-350,000","ANTHONY'S GLASS, INC.",3955 W SUNSET RD STE 105,LAS VEGAS,NV,89118,238150,Corporation,Unanswered,Unanswered,Unanswered,,16,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",ANTIQUITIES OF NEVADA,4041 DEAN MARTIN DR,LAS VEGAS,NV,89103,453310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19,04/11/2020,"Zions Bank, A Division of",NV-01
